customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1038-ABCDE,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),53.25,54.72,Yes
2257-ABCDE,Female,0,No,Yes,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,46.08,1068.43,Yes
6714-ABCDE,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.13,1249.8,No
6963-ABCDE,Female,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,75.99,228.21,Yes
0314-ABCDE,Female,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,51.27,512.95,No
2650-ABCDE,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.74,521.96,Yes
2282-ABCDE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.13,4542.0,Yes
5038-ABCDE,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.78,5639.96,No
2548-ABCDE,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,56.59,1674.46,No
2160-ABCDE,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.77,560.93,Yes
3138-ABCDE,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.42,284.6,No
5851-ABCDE,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,56.77,390.6,Yes
3968-ABCDE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,66.33,509.39,No
1429-ABCDE,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.68,408.86,No
4986-ABCDE,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.66,1175.02,Yes
2521-ABCDE,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.67,91.07,Yes
6917-ABCDE,Male,0,No,Yes,48,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.52,2329.57,Yes
5196-ABCDE,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.76,768.44,No
0449-ABCDE,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.36,1059.96,Yes
5912-ABCDE,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.35,2464.46,No
1285-ABCDE,Male,1,Yes,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.44,115.56,Yes
3728-ABCDE,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,53.59,2335.52,No
0362-ABCDE,Female,0,Yes,No,28,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.46,1749.44,No
5672-ABCDE,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.47,2820.08,Yes
5610-ABCDE,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.63,64.23,Yes
2461-ABCDE,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.68,141.95,Yes
0023-ABCDE,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.88,826.54,Yes
2067-ABCDE,Male,0,No,Yes,0,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.92,54.92,Yes
1654-ABCDE,Male,1,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,64.18,493.84,No
0703-ABCDE,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.45,1158.95,No
5091-ABCDE,Male,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.96,216.11,Yes
2744-ABCDE,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.75,67.75,Yes
1377-ABCDE,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.35,58.65,No
5722-ABCDE,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),52.97,1779.84,No
2469-ABCDE,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,55.26,3834.3,No
3755-ABCDE,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.89,1590.83,Yes
2326-ABCDE,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.31,460.35,Yes
0461-ABCDE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.22,211.75,No
4184-ABCDE,Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),52.3,918.94,Yes
4083-ABCDE,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.66,28.66,Yes
1487-ABCDE,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.33,451.82,Yes
3679-ABCDE,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.78,2637.72,Yes
0283-ABCDE,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),44.56,521.58,No
4309-ABCDE,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.69,63.69,Yes
3538-ABCDE,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.39,476.8,Yes
4935-ABCDE,Male,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.49,21.49,No
2582-ABCDE,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.46,534.42,No
1369-ABCDE,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.51,425.14,No
6347-ABCDE,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),77.74,2887.92,No
4717-ABCDE,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,56.54,980.68,No
0598-ABCDE,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,71.24,71.24,No
4352-ABCDE,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.15,1854.67,Yes
5718-ABCDE,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.75,2327.23,Yes
6992-ABCDE,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.76,442.7,Yes
6632-ABCDE,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.33,555.22,Yes
5258-ABCDE,Female,1,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),53.29,1501.9,No
3469-ABCDE,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.96,2416.79,No
4488-ABCDE,Male,1,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.1,24.62,No
2991-ABCDE,Male,1,Yes,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.63,2225.37,Yes
6261-ABCDE,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),59.76,2712.19,No
2545-ABCDE,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),43.43,213.64,No
5224-ABCDE,Male,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,44.1,1681.33,No
5149-ABCDE,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.24,305.6,Yes
4067-ABCDE,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),49.52,880.29,No
3989-ABCDE,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.13,937.82,No
6804-ABCDE,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.4,816.06,No
0686-ABCDE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.56,746.37,Yes
4479-ABCDE,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.94,857.71,No
3244-ABCDE,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),68.47,935.85,No
5445-ABCDE,Male,0,No,Yes,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),42.79,586.66,No
4084-ABCDE,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),55.52,1910.88,Yes
2838-ABCDE,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,32.16,No
3698-ABCDE,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,59.71,1882.53,Yes
4041-ABCDE,Female,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.86,434.87,No
2231-ABCDE,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),56.37,56.37,No
5134-ABCDE,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.84,621.02,No
2321-ABCDE,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.43,514.05,No
0522-ABCDE,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),76.1,654.86,No
0523-ABCDE,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,81.85,1221.41,No
5495-ABCDE,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.1,741.29,Yes
5666-ABCDE,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.23,20.23,Yes
5663-ABCDE,Female,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.2,377.0,No
6354-ABCDE,Female,0,Yes,No,8,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),36.81,291.86,No
0781-ABCDE,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.48,682.53,No
6842-ABCDE,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.79,615.91,Yes
6419-ABCDE,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.04,65.32,Yes
0652-ABCDE,Female,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.8,627.8,No
5243-ABCDE,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.92,151.1,No
2197-ABCDE,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.97,1320.63,No
0370-ABCDE,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,68.33,410.62,No
4607-ABCDE,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.25,749.77,Yes
4215-ABCDE,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,56.9,4297.55,No
0378-ABCDE,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),46.74,1478.37,No
4936-ABCDE,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.29,1371.43,No
2217-ABCDE,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,50.41,194.21,Yes
6827-ABCDE,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,57.37,3819.03,No
1614-ABCDE,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.96,445.89,No
6316-ABCDE,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.88,1256.94,No
3633-ABCDE,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.82,697.24,Yes
0963-ABCDE,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.11,983.08,No
6335-ABCDE,Male,1,Yes,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.73,1695.61,Yes
6604-ABCDE,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.9,2233.71,Yes
5360-ABCDE,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,42.09,381.66,No
0360-ABCDE,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.44,355.14,Yes
3840-ABCDE,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,45.64,235.63,Yes
4701-ABCDE,Male,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,50.19,765.04,No
1247-ABCDE,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),63.03,63.03,Yes
4900-ABCDE,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),60.24,186.41,No
3695-ABCDE,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.55,689.63,Yes
5945-ABCDE,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.33,2689.63,No
2568-ABCDE,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.1,1043.21,No
3424-ABCDE,Male,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,46.13,1486.73,No
2038-ABCDE,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.73,1376.06,Yes
0773-ABCDE,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),35.9,534.5,Yes
6471-ABCDE,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.94,636.26,No
3563-ABCDE,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.17,933.27,No
6661-ABCDE,Female,0,Yes,No,42,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,55.53,2306.42,Yes
6434-ABCDE,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.46,382.02,Yes
4650-ABCDE,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,57.31,118.84,Yes
1675-ABCDE,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),64.02,830.82,No
0366-ABCDE,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.77,965.28,No
4920-ABCDE,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,46.23,95.15,No
4547-ABCDE,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),56.35,104.88,Yes
4328-ABCDE,Female,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.04,233.26,Yes
0148-ABCDE,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.4,1002.23,Yes
6184-ABCDE,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),48.71,847.25,No
3089-ABCDE,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.31,106.7,Yes
5552-ABCDE,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,58.91,1522.72,No
0408-ABCDE,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.35,321.45,No
6500-ABCDE,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.57,40.57,Yes
3457-ABCDE,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.29,221.7,Yes
4183-ABCDE,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.54,111.91,No
3577-ABCDE,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,54.01,1960.02,No
3272-ABCDE,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.99,1481.59,Yes
1032-ABCDE,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),68.32,567.37,No
4601-ABCDE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),62.57,124.18,Yes
0856-ABCDE,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),50.99,1122.37,No
3927-ABCDE,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.41,909.11,Yes
0079-ABCDE,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.32,155.02,Yes
2248-ABCDE,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.07,1412.19,No
5205-ABCDE,Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),78.83,3406.37,No
6654-ABCDE,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.93,4824.61,Yes
6474-ABCDE,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,74.45,291.61,Yes
4830-ABCDE,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.18,360.7,Yes
0789-ABCDE,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,46.07,1017.3,No
2280-ABCDE,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,49.36,1664.16,No
4096-ABCDE,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.99,477.39,No
3898-ABCDE,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),57.61,1229.51,No
4576-ABCDE,Male,1,No,No,57,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.72,3075.65,No
5847-ABCDE,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,627.95,No
3632-ABCDE,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.52,425.0,Yes
6177-ABCDE,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.43,439.18,No
0425-ABCDE,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),45.46,45.46,No
0393-ABCDE,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,53.44,796.49,Yes
6926-ABCDE,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.11,315.64,Yes
6644-ABCDE,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.3,718.45,Yes
4201-ABCDE,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,66.62,4812.75,No
2673-ABCDE,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.39,2703.37,Yes
6439-ABCDE,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,56.35,1217.25,Yes
4748-ABCDE,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.3,63.7,Yes
3494-ABCDE,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),50.18,447.98,No
1460-ABCDE,Female,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.83,804.42,No
5075-ABCDE,Female,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.49,1314.69,No
7000-ABCDE,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,69.49,285.07,No
3836-ABCDE,Male,0,No,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),39.79,879.3,No
5446-ABCDE,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.97,132.78,Yes
6859-ABCDE,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.66,2346.4,Yes
5460-ABCDE,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,58.09,168.52,No
2356-ABCDE,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.75,176.98,No
2443-ABCDE,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.76,2399.37,No
5473-ABCDE,Male,0,No,No,22,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,41.62,869.34,No
0465-ABCDE,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.63,1174.01,Yes
